id,product,recommended,shop,uid,api_key,email,order_id,created_at,device,price
91,8092531196217,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 14:49:00,desktop,4180
46,8092531425593,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 14:55:05,desktop,8490
34,8092530901305,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 13:40:20,desktop,1980
30,8193723564345,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 13:36:50,desktop,8190
42,8092531425593,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 14:40:24,desktop,8490
95,8193722450233,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 14:52:22,desktop,9150
87,8092530901305,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 13:19:01,desktop,1980
116,8092531949881,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,2023-07-17 13:44:39,desktop,1024
12183347,8038049284404,true,xstak-xap.myshopify.com,3dpqyUXcxbH8,05dc318a7261419491ae0d16a6091c04,null,null,2023-09-14 11:28:33,desktop,null
12182839,8038049284404,true,xstak-xap.myshopify.com,3dpqyUXcxbH8,05dc318a7261419491ae0d16a6091c04,null,null,2023-09-14 11:28:22,desktop,null
179,8092531360057,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,094c25497621467b92df312333984530,null,null,2023-08-11 07:16:40,desktop,3280
94,8193723531577,true,shopcast-app.myshopify.com,g3tZI0M4FwNu,094c25497621467b92df312333984530,null,null,2023-08-11 08:52:59,desktop,8190
16279328,6882461417590,false,shoeboxpk.myshopify.com,3P3gHDLQm2kY,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:31:55,mobile,null
15617397,6798355529846,false,shoeboxpk.myshopify.com,MoT5CbobNXtr,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:48,mobile,null
16280608,6811309408374,false,shoeboxpk.myshopify.com,UfxbInTktRWr,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:32:22,mobile,null
15368655,6722006057078,false,shoeboxpk.myshopify.com,cTz0Abq4geMe,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:29:54,mobile,null
16280480,6802312364150,false,shoeboxpk.myshopify.com,JLY-WmY-Mms6,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:32:20,mobile,null
16246216,6630766936182,false,shoeboxpk.myshopify.com,EDm49NiXsiCL,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:04:21,mobile,null
16207836,6618557415542,false,shoeboxpk.myshopify.com,q2_NfMwnCmY6,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:23:30,mobile,null
15617285,6687800721526,false,shoeboxpk.myshopify.com,14BidaAcqGBR,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:45,mobile,null
16279824,6630322897014,false,shoeboxpk.myshopify.com,DN9BPbKpJT2k,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:32:05,mobile,null
15368847,6875259338870,false,shoeboxpk.myshopify.com,dow9Eb4Hpd7c,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:29:59,mobile,null
16280368,6762887938166,false,shoeboxpk.myshopify.com,gesZuJPIrCXJ,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:32:18,mobile,null
15617349,6877472555126,false,shoeboxpk.myshopify.com,dT8MEQZ8fqB8,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:47,mobile,null
16280976,6798356381814,false,shoeboxpk.myshopify.com,0tLV8bpJf3A7,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:32:30,mobile,null
15617445,6547121668214,false,shoeboxpk.myshopify.com,u4eVx4E9IdD4,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:49,mobile,null
15312791,6630322929782,false,shoeboxpk.myshopify.com,L_2iwUCGeFsl,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:49:55,mobile,null
15539725,6875259699318,false,shoeboxpk.myshopify.com,RMTKkTRvd7tX,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:18:52,mobile,null
15334583,6842053951606,false,shoeboxpk.myshopify.com,dtvtaUWyQa_j,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:09:46,mobile,null
15972486,6691491840118,false,shoeboxpk.myshopify.com,Glo1IEChadBL,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:38:38,mobile,null
15957966,6877472555126,false,shoeboxpk.myshopify.com,tR7-S5n9i0GM,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:32:08,mobile,null
15943614,6762888036470,false,shoeboxpk.myshopify.com,idOwkQFd2567,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:15:47,mobile,null
15334567,6678385295478,false,shoeboxpk.myshopify.com,ekAOTXMSvkNj,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:09:45,mobile,null
15527209,6880532693110,false,shoeboxpk.myshopify.com,X1Sy7FvaxMdu,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:58:09,mobile,null
16028062,6722005368950,false,shoeboxpk.myshopify.com,jxZtfw6BNvhz,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:49:20,mobile,null
15539693,6682172883062,false,shoeboxpk.myshopify.com,84JTsgz2WtJH,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:18:51,mobile,null
16207868,6601445408886,false,shoeboxpk.myshopify.com,GupRTxl4_1kM,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:23:31,mobile,null
15564681,6690173452406,false,shoeboxpk.myshopify.com,TJjXEGU-ZAA9,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:40:34,mobile,null
16204184,6882470625398,false,shoeboxpk.myshopify.com,Pfx-g9wn7rTP,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:06:54,mobile,null
15577433,6773254029430,false,shoeboxpk.myshopify.com,y3SofKitEg4L,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:56:23,mobile,null
16207804,6678388342902,true,shoeboxpk.myshopify.com,ghuacSSR7Uni,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:23:29,mobile,null
16039138,6875255963766,false,shoeboxpk.myshopify.com,S5FBlfCc7IQp,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:14:31,mobile,null
15396187,6606711750774,false,shoeboxpk.myshopify.com,r4kp8n85rlHM,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:41:29,mobile,null
15368431,6678388768886,false,shoeboxpk.myshopify.com,jF5nqcZKMcsz,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:29:47,mobile,null
15416811,6690173550710,false,shoeboxpk.myshopify.com,77baljYIbHnu,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:59:33,mobile,null
16217696,6849901265014,false,shoeboxpk.myshopify.com,1u68iyZucJnK,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:47:51,mobile,null
16279200,6877472260214,false,shoeboxpk.myshopify.com,z04mpYtmyaFK,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:31:51,mobile,null
16246088,6849901822070,false,shoeboxpk.myshopify.com,kIkDKEea4RRX,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:04:17,mobile,null
16279168,6677130870902,false,shoeboxpk.myshopify.com,l8YX3wbImSYV,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:31:50,mobile,null
15616949,6850067300470,false,shoeboxpk.myshopify.com,BkFeUN3JkRZJ,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:38,mobile,null
15292955,6802312102006,false,shoeboxpk.myshopify.com,eAi8_rDfH5Dx,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:11:08,mobile,null
15616901,6682259292278,false,shoeboxpk.myshopify.com,gbV4OtH3u3p9,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:37,mobile,null
15958094,6690173583478,false,shoeboxpk.myshopify.com,V_VopFolk6Xh,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:32:11,mobile,null
15972838,6880534397046,true,shoeboxpk.myshopify.com,g-iYmx7eCF9W,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:38:46,mobile,null
15334823,6890549411958,false,shoeboxpk.myshopify.com,P0Z_W_ChdeOA,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:09:55,mobile,null
15540077,6844039037046,false,shoeboxpk.myshopify.com,lunvGsYMHtZO,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:19:03,mobile,null
16165304,6877476978806,false,shoeboxpk.myshopify.com,bj0s2WODZh00,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:48:32,mobile,null
15263463,6844038873206,false,shoeboxpk.myshopify.com,aX4tdoZp9b6s,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:53:12,mobile,null
16165368,6844038414454,false,shoeboxpk.myshopify.com,-CPw6mirT7q_,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:48:34,mobile,null
16109628,6892291194998,false,shoeboxpk.myshopify.com,J9hUmhOaZBXx,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:19:33,desktop,null
15254355,6773253668982,false,shoeboxpk.myshopify.com,709jFaBxdjn_,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:14:14,mobile,null
15234191,6682258079862,false,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:55:17,mobile,null
15229763,6842052771958,false,shoeboxpk.myshopify.com,Qgy65CNghS0m,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:53:11,mobile,null
16109772,6691490168950,false,shoeboxpk.myshopify.com,o1TdK_vSCXfD,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:19:36,mobile,null
16164824,6691491840118,false,shoeboxpk.myshopify.com,T_-Fn9edUPq0,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:48:19,mobile,null
16148912,6787530457206,false,shoeboxpk.myshopify.com,oyH-Q3ls4rfN,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:40:56,mobile,null
15930394,6844038840438,false,shoeboxpk.myshopify.com,xb66Ownz5ojv,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:59:53,mobile,null
15263207,6618171211894,false,shoeboxpk.myshopify.com,UHxFzNuuxkNF,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:53:05,mobile,null
15292699,6850067333238,false,shoeboxpk.myshopify.com,wqi-9Xn8xMYj,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:11:01,mobile,null
15279407,6877475733622,false,shoeboxpk.myshopify.com,Uj0CIsOBY7R6,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:04:58,desktop,null
15947342,6549060288630,false,shoeboxpk.myshopify.com,F1Efy82UlX__,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:22:31,mobile,null
15943310,6606711750774,false,shoeboxpk.myshopify.com,7WL2ad2DTBel,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:15:40,mobile,null
15957950,6618558890102,false,shoeboxpk.myshopify.com,540zXK1lP2tK,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:32:08,mobile,null
15298303,6811308884086,false,shoeboxpk.myshopify.com,U1z1awLXfGpW,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:28:29,mobile,null
15977402,6844038742134,false,shoeboxpk.myshopify.com,xnXp0g1xldgm,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:40:44,mobile,null
15971862,6880533348470,false,shoeboxpk.myshopify.com,x1x9YePQFxBw,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:38:22,mobile,null
15312631,6842054017142,false,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:49:51,mobile,null
15308867,6849901756534,false,shoeboxpk.myshopify.com,w_d3JcukmkDY,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:48:06,mobile,null
15532525,6691491971190,false,shoeboxpk.myshopify.com,BWrXeDxbXsQG,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:00:31,mobile,null
15527145,6784971669622,false,shoeboxpk.myshopify.com,t_JurAIHwsKS,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 07:58:07,mobile,null
15334295,6537376006262,false,shoeboxpk.myshopify.com,T4llr5b7MujF,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:09:38,mobile,null
15330115,6811309899894,false,shoeboxpk.myshopify.com,08mLqrhiGAHb,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:07:43,mobile,null
15548853,6601445474422,false,shoeboxpk.myshopify.com,Y5HnPPMuwSE4,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:23:10,mobile,null
15539549,6836107116662,false,shoeboxpk.myshopify.com,ffcp4-nW5VoU,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:18:48,mobile,null
16010798,6802311610486,false,shoeboxpk.myshopify.com,lD763SJSyN8t,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:31:08,mobile,null
16007578,6618558365814,false,shoeboxpk.myshopify.com,0ISnTiysuME-,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:29:33,mobile,null
16028014,6722005958774,false,shoeboxpk.myshopify.com,GtZhu2VhKsAH,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:49:19,mobile,null
15564665,6691491872886,false,shoeboxpk.myshopify.com,i6P_76g2ZwsT,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:40:34,mobile,null
16027982,6682172883062,false,shoeboxpk.myshopify.com,fbHtpLCmur6H,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:49:19,mobile,null
15577097,6850068643958,false,shoeboxpk.myshopify.com,gWNp3cBm7rjb,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:56:14,mobile,null
15339643,6784971866230,false,shoeboxpk.myshopify.com,Q45FmvrcQB5Z,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:57:22,mobile,null
15577033,6875259666550,false,shoeboxpk.myshopify.com,AsUsXRuZHIdD,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:56:13,mobile,null
16204152,6641824399478,false,shoeboxpk.myshopify.com,S5FBlfCc7IQp,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:06:53,mobile,null
16203364,6880533774454,false,shoeboxpk.myshopify.com,IUJJ7ff4YTmq,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:06:31,mobile,null
16042022,6623984255094,false,shoeboxpk.myshopify.com,JTkCdA--VGN5,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:15:55,mobile,null
16039106,6786202140790,false,shoeboxpk.myshopify.com,_En_7kDaKwNW,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:14:30,mobile,null
16207692,6890548887670,false,shoeboxpk.myshopify.com,XDoIYcGMH4v5,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:23:27,mobile,null
15360363,6784971931766,false,shoeboxpk.myshopify.com,3l7UwRNk4egL,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:21:28,mobile,null
15372643,6836106723446,false,shoeboxpk.myshopify.com,jF5nqcZKMcsz,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:31:38,mobile,null
15368063,6691490529398,false,shoeboxpk.myshopify.com,SgfUe8_qCTjB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:29:37,mobile,null
15395035,6545794007158,false,shoeboxpk.myshopify.com,kF03SSbXXCNN,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:41:00,mobile,null
15390087,6682259423350,false,shoeboxpk.myshopify.com,arbpLK4J6VFI,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:38:57,mobile,null
15416539,6612901986422,false,shoeboxpk.myshopify.com,oYH0VIjrrE6V,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:59:27,mobile,null
16217616,6691490758774,false,shoeboxpk.myshopify.com,zmq7gc-ZXGTR,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:47:49,mobile,null
15416523,6630322929782,false,shoeboxpk.myshopify.com,TB8he1DZAF_f,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:59:27,mobile,null
16237760,6829842890870,false,shoeboxpk.myshopify.com,1pWAxWl4M-Tx,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 09:55:51,mobile,null
16264100,6882471280758,false,shoeboxpk.myshopify.com,TihUdLPhuRIX,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:16:07,mobile,null
16245736,6784971898998,false,shoeboxpk.myshopify.com,qBZFwn1oLULe,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:04:09,mobile,null
16264036,6691490496630,false,shoeboxpk.myshopify.com,MDHc-XDWLlUs,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:16:06,mobile,null
15613929,6811308589174,false,shoeboxpk.myshopify.com,3yJt4c492OSa,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:21:26,mobile,null
15427167,6842053722230,false,shoeboxpk.myshopify.com,D0R1UtHIEM8D,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:23:43,mobile,null
15613577,6845760209014,false,shoeboxpk.myshopify.com,Fx5uMP_5NEZv,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:21:18,mobile,null
16279104,6842050707574,false,shoeboxpk.myshopify.com,1IhaM_3RwjfD,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:31:48,mobile,null
16271324,6842050543734,false,shoeboxpk.myshopify.com,fCIk__pSIev7,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:28:49,mobile,null
16165336,6798854783094,false,shoeboxpk.myshopify.com,IY3_pyHkEjC0,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:48:33,mobile,null
15616885,6844038873206,false,shoeboxpk.myshopify.com,fkxW3ljIB_n_,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 10:37:37,mobile,null
15334919,6842053525622,false,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 08:09:58,mobile,null
15263527,6691486040182,false,shoeboxpk.myshopify.com,WCea8J2MT9JJ,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:53:14,mobile,null
15905042,6882461384822,false,shoeboxpk.myshopify.com,Evs5Ur1BatpR,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:17:10,mobile,null
15919050,6773253668982,false,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:29:26,mobile,null
15919022,6623984255094,false,shoeboxpk.myshopify.com,kBb0WtiAJ_4j,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:29:25,mobile,null
15898190,6807918280822,false,shoeboxpk.myshopify.com,1Djx5iKlOgUI,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:08:29,mobile,null
15895794,6842050510966,false,shoeboxpk.myshopify.com,Y92QgQXnqo3K,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:07:10,mobile,null
15209923,6762887938166,false,shoeboxpk.myshopify.com,ukI4IgkWM5Iw,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 04:57:33,desktop,null
15891850,6798355693686,true,shoeboxpk.myshopify.com,CUK3a1XrXISf,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 04:54:57,mobile,null
15898318,6850088632438,false,shoeboxpk.myshopify.com,pzO0nsCa0OEs,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:08:33,mobile,null
15896034,6687798984822,false,shoeboxpk.myshopify.com,nNcTnH0hENmH,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:07:18,mobile,null
15919130,6798854422646,false,shoeboxpk.myshopify.com,pOGNBv-WZr-U,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:29:29,mobile,null
15918990,6773253701750,false,shoeboxpk.myshopify.com,oEk7yZ7ELmLq,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:29:24,mobile,null
15906030,6783859622006,false,shoeboxpk.myshopify.com,Th7XE2o9TLs4,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:17:37,mobile,null
15491997,6784971636854,false,shoeboxpk.myshopify.com,2xGsfuNM3fzv,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:41:49,mobile,null
15918938,6802311577718,false,shoeboxpk.myshopify.com,9hYcAGZeM3tc,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:29:22,mobile,null
15229219,6888863203446,false,shoeboxpk.myshopify.com,TsJ457HhNQvO,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:52:55,mobile,null
15492425,6784971407478,false,shoeboxpk.myshopify.com,eBrDemodVQLS,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:42:03,desktop,null
15254227,6612902019190,false,shoeboxpk.myshopify.com,_I5JNy_K3z7Z,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 06:14:12,mobile,null
15234031,6630766936182,false,shoeboxpk.myshopify.com,VT4tlGxYY2t1,12373fcff2284a409d56bcbe7c4a1ea1,null,null,2023-09-20 05:55:12,mobile,null
